paths                          , labels
data/Dinning\din_1523.jpg      , Dinning
data/Kitchen\kitchen_1266.jpg  , Kitchen
data/Dinning\din_902.jpg       , Dinning
data/Dinning\din_1290.jpg      , Dinning
data/Dinning\din_782.jpg       , Dinning
data/Bathroom\bath_333.jpg     , Bathroom
data/Bedroom\bed_1071.jpg      , Bedroom
data/Bathroom\bath_547.jpg     , Bathroom
data/Livingroom\living_704.jpg , Livingroom
data/Bedroom\bed_1202.jpg      , Bedroom
data/Bathroom\bath_735.jpg     , Bathroom
data/Bedroom\bed_478.jpg       , Bedroom
data/Bedroom\bed_147.jpg       , Bedroom
data/Bathroom\bath_1169.jpg    , Bathroom
data/Dinning\din_207.jpg       , Dinning
data/Kitchen\kitchen_197.jpg   , Kitchen
data/Bathroom\bath_1039.jpg    , Bathroom
data/Bathroom\bath_893.jpg     , Bathroom
data/Bathroom\bath_152.jpg     , Bathroom
data/Kitchen\kitchen_922.jpg   , Kitchen
data/Livingroom\living_388.jpg , Livingroom
data/Bedroom\bed_209.jpg       , Bedroom
data/Livingroom\living_1400.jpg, Livingroom
data/Dinning\din_1173.jpg      , Dinning
data/Kitchen\kitchen_755.jpg   , Kitchen
data/Livingroom\living_1007.jpg, Livingroom
data/Kitchen\kitchen_1071.jpg  , Kitchen
data/Kitchen\kitchen_167.jpg   , Kitchen
data/Livingroom\living_264.jpg , Livingroom
data/Dinning\din_696.jpg       , Dinning
data/Livingroom\living_626.jpg , Livingroom
data/Dinning\din_560.jpg       , Dinning
data/Kitchen\kitchen_610.jpg   , Kitchen
data/Bedroom\bed_643.jpg       , Bedroom
data/Bedroom\bed_961.jpg       , Bedroom
data/Bathroom\bath_1133.jpg    , Bathroom
data/Bedroom\bed_1327.jpg      , Bedroom
data/Dinning\din_204.jpg       , Dinning
data/Livingroom\living_911.jpg , Livingroom
data/Livingroom\living_967.jpg , Livingroom
data/Kitchen\kitchen_817.jpg   , Kitchen
data/Bathroom\bath_184.jpg     , Bathroom
data/Livingroom\living_651.jpg , Livingroom
data/Livingroom\living_1038.jpg, Livingroom
data/Livingroom\living_508.jpg , Livingroom
data/Bathroom\bath_61.jpg      , Bathroom
data/Livingroom\living_418.jpg , Livingroom
data/Bedroom\bed_886.jpg       , Bedroom
data/Dinning\din_479.jpg       , Dinning
data/Bedroom\bed_1319.jpg      , Bedroom
data/Livingroom\living_195.jpg , Livingroom
data/Dinning\din_1564.jpg      , Dinning
data/Bedroom\bed_1342.jpg      , Bedroom
data/Livingroom\living_198.jpg , Livingroom
data/Bathroom\bath_27.jpg      , Bathroom
data/Livingroom\living_833.jpg , Livingroom
data/Livingroom\living_919.jpg , Livingroom
data/Livingroom\living_1377.jpg, Livingroom
data/Bedroom\bed_1146.jpg      , Bedroom
data/Dinning\din_1085.jpg      , Dinning
data/Bedroom\bed_301.jpg       , Bedroom
data/Livingroom\living_772.jpg , Livingroom
data/Dinning\din_623.jpg       , Dinning
data/Livingroom\living_507.jpg , Livingroom
data/Bathroom\bath_145.jpg     , Bathroom
data/Livingroom\living_1236.jpg, Livingroom
data/Kitchen\kitchen_233.jpg   , Kitchen
data/Livingroom\living_501.jpg , Livingroom
data/Dinning\din_812.jpg       , Dinning
data/Dinning\din_1078.jpg      , Dinning
data/Kitchen\kitchen_168.jpg   , Kitchen
data/Bedroom\bed_1258.jpg      , Bedroom
data/Livingroom\living_1371.jpg, Livingroom
data/Dinning\din_834.jpg       , Dinning
data/Livingroom\living_608.jpg , Livingroom
data/Bedroom\bed_310.jpg       , Bedroom
data/Livingroom\living_1385.jpg, Livingroom
data/Dinning\din_1393.jpg      , Dinning
data/Kitchen\kitchen_503.jpg   , Kitchen
data/Bathroom\bath_857.jpg     , Bathroom
data/Livingroom\living_783.jpg , Livingroom
data/Livingroom\living_601.jpg , Livingroom
data/Bedroom\bed_930.jpg       , Bedroom
data/Dinning\din_1334.jpg      , Dinning
data/Bedroom\bed_1291.jpg      , Bedroom
data/Kitchen\kitchen_1229.jpg  , Kitchen
data/Dinning\din_1051.jpg      , Dinning
data/Kitchen\kitchen_1301.jpg  , Kitchen
data/Kitchen\kitchen_448.jpg   , Kitchen
data/Kitchen\kitchen_1307.jpg  , Kitchen
data/Kitchen\kitchen_2.jpg     , Kitchen
data/Livingroom\living_513.jpg , Livingroom
data/Bathroom\bath_267.jpg     , Bathroom
data/Kitchen\kitchen_582.jpg   , Kitchen
data/Kitchen\kitchen_89.jpg    , Kitchen
data/Bathroom\bath_959.jpg     , Bathroom
data/Dinning\din_3.jpg         , Dinning
data/Dinning\din_723.jpg       , Dinning
data/Bathroom\bath_1073.jpg    , Bathroom
data/Bathroom\bath_233.jpg     , Bathroom
data/Kitchen\kitchen_1212.jpg  , Kitchen
data/Bathroom\bath_552.jpg     , Bathroom
data/Livingroom\living_475.jpg , Livingroom
data/Bedroom\bed_39.jpg        , Bedroom
data/Livingroom\living_340.jpg , Livingroom
data/Dinning\din_155.jpg       , Dinning
data/Bathroom\bath_576.jpg     , Bathroom
data/Livingroom\living_1232.jpg, Livingroom
data/Livingroom\living_354.jpg , Livingroom
data/Kitchen\kitchen_162.jpg   , Kitchen
data/Bathroom\bath_1253.jpg    , Bathroom
data/Livingroom\living_1343.jpg, Livingroom
data/Bathroom\bath_1080.jpg    , Bathroom
data/Dinning\din_468.jpg       , Dinning
data/Kitchen\kitchen_432.jpg   , Kitchen
data/Kitchen\kitchen_974.jpg   , Kitchen
data/Dinning\din_1189.jpg      , Dinning
data/Bedroom\bed_1058.jpg      , Bedroom
data/Kitchen\kitchen_1019.jpg  , Kitchen
data/Dinning\din_983.jpg       , Dinning
data/Livingroom\living_892.jpg , Livingroom
data/Bathroom\bath_1115.jpg    , Bathroom
data/Kitchen\kitchen_348.jpg   , Kitchen
data/Bedroom\bed_214.jpg       , Bedroom
data/Bathroom\bath_1174.jpg    , Bathroom
data/Bedroom\bed_1389.jpg      , Bedroom
data/Bathroom\bath_769.jpg     , Bathroom
data/Kitchen\kitchen_100.jpg   , Kitchen
data/Kitchen\kitchen_106.jpg   , Kitchen
data/Livingroom\living_887.jpg , Livingroom
data/Dinning\din_1004.jpg      , Dinning
data/Dinning\din_385.jpg       , Dinning
data/Dinning\din_1171.jpg      , Dinning
data/Bedroom\bed_426.jpg       , Bedroom
data/Livingroom\living_700.jpg , Livingroom
data/Livingroom\living_1374.jpg, Livingroom
data/Bedroom\bed_1362.jpg      , Bedroom
data/Bathroom\bath_466.jpg     , Bathroom
data/Livingroom\living_1228.jpg, Livingroom
data/Livingroom\living_860.jpg , Livingroom
data/Dinning\din_293.jpg       , Dinning
data/Livingroom\living_620.jpg , Livingroom
data/Livingroom\living_993.jpg , Livingroom
data/Bedroom\bed_57.jpg        , Bedroom
data/Dinning\din_1026.jpg      , Dinning
data/Bedroom\bed_484.jpg       , Bedroom
data/Dinning\din_1082.jpg      , Dinning
data/Bedroom\bed_966.jpg       , Bedroom
data/Bedroom\bed_1124.jpg      , Bedroom
data/Livingroom\living_973.jpg , Livingroom
data/Bathroom\bath_402.jpg     , Bathroom
data/Livingroom\living_1300.jpg, Livingroom
data/Dinning\din_364.jpg       , Dinning
data/Dinning\din_928.jpg       , Dinning
data/Bathroom\bath_864.jpg     , Bathroom
data/Bedroom\bed_952.jpg       , Bedroom
data/Bedroom\bed_595.jpg       , Bedroom
data/Livingroom\living_959.jpg , Livingroom
data/Bedroom\bed_1217.jpg      , Bedroom
data/Livingroom\living_119.jpg , Livingroom
data/Dinning\din_1117.jpg      , Dinning
data/Bedroom\bed_1046.jpg      , Bedroom
data/Kitchen\kitchen_713.jpg   , Kitchen
data/Kitchen\kitchen_858.jpg   , Kitchen
data/Dinning\din_1272.jpg      , Dinning
data/Dinning\din_1456.jpg      , Dinning
data/Kitchen\kitchen_1120.jpg  , Kitchen
data/Bathroom\bath_688.jpg     , Bathroom
data/Bedroom\bed_738.jpg       , Bedroom
data/Bedroom\bed_503.jpg       , Bedroom
data/Livingroom\living_270.jpg , Livingroom
data/Livingroom\living_647.jpg , Livingroom
data/Bedroom\bed_451.jpg       , Bedroom
data/Bedroom\bed_210.jpg       , Bedroom
data/Bedroom\bed_2.jpg         , Bedroom
data/Kitchen\kitchen_1012.jpg  , Kitchen
data/Dinning\din_156.jpg       , Dinning
data/Dinning\din_147.jpg       , Dinning
data/Dinning\din_520.jpg       , Dinning
data/Bedroom\bed_586.jpg       , Bedroom
data/Bedroom\bed_363.jpg       , Bedroom
data/Livingroom\living_673.jpg , Livingroom
data/Bedroom\bed_844.jpg       , Bedroom
data/Kitchen\kitchen_670.jpg   , Kitchen
data/Dinning\din_1480.jpg      , Dinning
data/Livingroom\living_710.jpg , Livingroom
data/Livingroom\living_50.jpg  , Livingroom
data/Livingroom\living_921.jpg , Livingroom
data/Livingroom\living_568.jpg , Livingroom
data/Livingroom\living_879.jpg , Livingroom
data/Kitchen\kitchen_91.jpg    , Kitchen
data/Dinning\din_1102.jpg      , Dinning
data/Kitchen\kitchen_791.jpg   , Kitchen
data/Bedroom\bed_1164.jpg      , Bedroom
data/Kitchen\kitchen_452.jpg   , Kitchen
data/Bedroom\bed_765.jpg       , Bedroom
data/Bedroom\bed_513.jpg       , Bedroom
data/Dinning\din_317.jpg       , Dinning
data/Dinning\din_1278.jpg      , Dinning
data/Bedroom\bed_981.jpg       , Bedroom
data/Dinning\din_1339.jpg      , Dinning
data/Bathroom\bath_1189.jpg    , Bathroom
data/Dinning\din_242.jpg       , Dinning
data/Dinning\din_493.jpg       , Dinning
data/Dinning\din_1373.jpg      , Dinning
data/Livingroom\living_1149.jpg, Livingroom
data/Kitchen\kitchen_1139.jpg  , Kitchen
data/Dinning\din_1268.jpg      , Dinning
data/Dinning\din_197.jpg       , Dinning
data/Bathroom\bath_1134.jpg    , Bathroom
data/Dinning\din_386.jpg       , Dinning
data/Bedroom\bed_456.jpg       , Bedroom
data/Dinning\din_1555.jpg      , Dinning
data/Kitchen\kitchen_1316.jpg  , Kitchen
data/Livingroom\living_375.jpg , Livingroom
data/Kitchen\kitchen_247.jpg   , Kitchen
data/Dinning\din_394.jpg       , Dinning
data/Bedroom\bed_200.jpg       , Bedroom
data/Dinning\din_314.jpg       , Dinning
data/Livingroom\living_927.jpg , Livingroom
data/Livingroom\living_726.jpg , Livingroom
data/Kitchen\kitchen_296.jpg   , Kitchen
data/Bedroom\bed_808.jpg       , Bedroom
data/Livingroom\living_48.jpg  , Livingroom
data/Bedroom\bed_468.jpg       , Bedroom
data/Livingroom\living_310.jpg , Livingroom
data/Livingroom\living_1117.jpg, Livingroom
data/Livingroom\living_1180.jpg, Livingroom
data/Bedroom\bed_658.jpg       , Bedroom
data/Bedroom\bed_995.jpg       , Bedroom
data/Bedroom\bed_896.jpg       , Bedroom
data/Bedroom\bed_1411.jpg      , Bedroom
data/Bedroom\bed_861.jpg       , Bedroom
data/Livingroom\living_267.jpg , Livingroom
data/Livingroom\living_1102.jpg, Livingroom
data/Dinning\din_159.jpg       , Dinning
data/Dinning\din_594.jpg       , Dinning
data/Kitchen\kitchen_107.jpg   , Kitchen
data/Bedroom\bed_653.jpg       , Bedroom
data/Bathroom\bath_603.jpg     , Bathroom
data/Kitchen\kitchen_145.jpg   , Kitchen
data/Livingroom\living_1248.jpg, Livingroom
data/Livingroom\living_1348.jpg, Livingroom
data/Bedroom\bed_890.jpg       , Bedroom
data/Kitchen\kitchen_1046.jpg  , Kitchen
data/Kitchen\kitchen_284.jpg   , Kitchen
data/Dinning\din_1249.jpg      , Dinning
data/Livingroom\living_762.jpg , Livingroom
data/Livingroom\living_10.jpg  , Livingroom
data/Kitchen\kitchen_259.jpg   , Kitchen
data/Bathroom\bath_288.jpg     , Bathroom
data/Bedroom\bed_1103.jpg      , Bedroom
data/Dinning\din_700.jpg       , Dinning
data/Livingroom\living_54.jpg  , Livingroom
data/Kitchen\kitchen_520.jpg   , Kitchen
data/Bedroom\bed_1023.jpg      , Bedroom
data/Kitchen\kitchen_217.jpg   , Kitchen
data/Bathroom\bath_668.jpg     , Bathroom
data/Kitchen\kitchen_374.jpg   , Kitchen
data/Dinning\din_1169.jpg      , Dinning
data/Bedroom\bed_727.jpg       , Bedroom
data/Bedroom\bed_708.jpg       , Bedroom
data/Dinning\din_346.jpg       , Dinning
data/Bedroom\bed_1157.jpg      , Bedroom
data/Livingroom\living_1201.jpg, Livingroom
data/Bathroom\bath_999.jpg     , Bathroom
data/Bathroom\bath_1028.jpg    , Bathroom
data/Bedroom\bed_547.jpg       , Bedroom
data/Livingroom\living_958.jpg , Livingroom
data/Dinning\din_809.jpg       , Dinning
data/Livingroom\living_150.jpg , Livingroom
data/Bathroom\bath_979.jpg     , Bathroom
data/Livingroom\living_253.jpg , Livingroom
data/Dinning\din_187.jpg       , Dinning
data/Bedroom\bed_80.jpg        , Bedroom
data/Livingroom\living_1235.jpg, Livingroom
data/Kitchen\kitchen_121.jpg   , Kitchen
data/Kitchen\kitchen_1227.jpg  , Kitchen
data/Bathroom\bath_584.jpg     , Bathroom
data/Kitchen\kitchen_482.jpg   , Kitchen
data/Dinning\din_365.jpg       , Dinning
data/Bedroom\bed_1041.jpg      , Bedroom
data/Bathroom\bath_981.jpg     , Bathroom
data/Bedroom\bed_1064.jpg      , Bedroom
data/Bathroom\bath_297.jpg     , Bathroom
data/Livingroom\living_846.jpg , Livingroom
data/Livingroom\living_741.jpg , Livingroom
data/Dinning\din_1314.jpg      , Dinning
data/Kitchen\kitchen_49.jpg    , Kitchen
data/Bedroom\bed_892.jpg       , Bedroom
data/Kitchen\kitchen_547.jpg   , Kitchen
data/Bathroom\bath_1140.jpg    , Bathroom
data/Bedroom\bed_754.jpg       , Bedroom
data/Dinning\din_738.jpg       , Dinning
data/Kitchen\kitchen_814.jpg   , Kitchen
data/Livingroom\living_441.jpg , Livingroom
data/Livingroom\living_1092.jpg, Livingroom
data/Bedroom\bed_349.jpg       , Bedroom
data/Dinning\din_47.jpg        , Dinning
data/Dinning\din_172.jpg       , Dinning
data/Livingroom\living_24.jpg  , Livingroom
data/Bedroom\bed_329.jpg       , Bedroom
data/Livingroom\living_203.jpg , Livingroom
data/Dinning\din_1410.jpg      , Dinning
data/Bedroom\bed_1235.jpg      , Bedroom
data/Dinning\din_756.jpg       , Dinning
data/Kitchen\kitchen_1173.jpg  , Kitchen
data/Bathroom\bath_1178.jpg    , Bathroom
data/Bedroom\bed_915.jpg       , Bedroom
data/Livingroom\living_1247.jpg, Livingroom
data/Dinning\din_569.jpg       , Dinning
data/Bedroom\bed_533.jpg       , Bedroom
data/Livingroom\living_636.jpg , Livingroom
data/Bedroom\bed_1011.jpg      , Bedroom
data/Dinning\din_848.jpg       , Dinning
data/Livingroom\living_1036.jpg, Livingroom
data/Livingroom\living_1096.jpg, Livingroom
data/Bathroom\bath_928.jpg     , Bathroom
data/Bedroom\bed_871.jpg       , Bedroom
data/Livingroom\living_1254.jpg, Livingroom
data/Bedroom\bed_63.jpg        , Bedroom
data/Bedroom\bed_1148.jpg      , Bedroom
data/Bedroom\bed_36.jpg        , Bedroom
data/Livingroom\living_1408.jpg, Livingroom
data/Bathroom\bath_109.jpg     , Bathroom
data/Bedroom\bed_1299.jpg      , Bedroom
data/Livingroom\living_942.jpg , Livingroom
data/Livingroom\living_1424.jpg, Livingroom
data/Dinning\din_963.jpg       , Dinning
data/Bedroom\bed_683.jpg       , Bedroom
data/Bathroom\bath_866.jpg     , Bathroom
data/Bedroom\bed_1145.jpg      , Bedroom
data/Kitchen\kitchen_397.jpg   , Kitchen
data/Bedroom\bed_303.jpg       , Bedroom
data/Bathroom\bath_708.jpg     , Bathroom
data/Kitchen\kitchen_829.jpg   , Kitchen
data/Bathroom\bath_169.jpg     , Bathroom
data/Kitchen\kitchen_894.jpg   , Kitchen
data/Dinning\din_402.jpg       , Dinning
data/Bedroom\bed_1207.jpg      , Bedroom
data/Dinning\din_309.jpg       , Dinning
data/Dinning\din_557.jpg       , Dinning
data/Kitchen\kitchen_136.jpg   , Kitchen
data/Kitchen\kitchen_927.jpg   , Kitchen
data/Kitchen\kitchen_1310.jpg  , Kitchen
data/Dinning\din_757.jpg       , Dinning
data/Livingroom\living_496.jpg , Livingroom
data/Bedroom\bed_17.jpg        , Bedroom
data/Livingroom\living_1099.jpg, Livingroom
data/Bedroom\bed_1034.jpg      , Bedroom
data/Livingroom\living_1103.jpg, Livingroom
data/Dinning\din_390.jpg       , Dinning
data/Kitchen\kitchen_888.jpg   , Kitchen
data/Dinning\din_656.jpg       , Dinning
data/Livingroom\living_378.jpg , Livingroom
data/Bathroom\bath_1225.jpg    , Bathroom
data/Bedroom\bed_976.jpg       , Bedroom
data/Dinning\din_1530.jpg      , Dinning
data/Livingroom\living_175.jpg , Livingroom
data/Livingroom\living_1426.jpg, Livingroom
data/Bedroom\bed_493.jpg       , Bedroom
data/Livingroom\living_888.jpg , Livingroom
data/Dinning\din_1454.jpg      , Dinning
data/Dinning\din_619.jpg       , Dinning
data/Bedroom\bed_735.jpg       , Bedroom
data/Kitchen\kitchen_715.jpg   , Kitchen
data/Kitchen\kitchen_825.jpg   , Kitchen
data/Bathroom\bath_1250.jpg    , Bathroom
data/Livingroom\living_1415.jpg, Livingroom
data/Kitchen\kitchen_531.jpg   , Kitchen
data/Livingroom\living_318.jpg , Livingroom
data/Dinning\din_384.jpg       , Dinning
data/Bathroom\bath_157.jpg     , Bathroom
data/Dinning\din_841.jpg       , Dinning
data/Kitchen\kitchen_56.jpg    , Kitchen
data/Bathroom\bath_82.jpg      , Bathroom
data/Livingroom\living_344.jpg , Livingroom
data/Bathroom\bath_1117.jpg    , Bathroom
data/Dinning\din_1120.jpg      , Dinning
data/Livingroom\living_1080.jpg, Livingroom
data/Dinning\din_915.jpg       , Dinning
data/Bathroom\bath_507.jpg     , Bathroom
data/Bedroom\bed_1404.jpg      , Bedroom
data/Bedroom\bed_1412.jpg      , Bedroom
data/Bathroom\bath_331.jpg     , Bathroom
data/Bedroom\bed_1016.jpg      , Bedroom
data/Livingroom\living_881.jpg , Livingroom
data/Kitchen\kitchen_355.jpg   , Kitchen
data/Livingroom\living_91.jpg  , Livingroom
data/Dinning\din_1107.jpg      , Dinning
data/Bathroom\bath_1229.jpg    , Bathroom
data/Livingroom\living_1269.jpg, Livingroom
data/Kitchen\kitchen_643.jpg   , Kitchen
data/Kitchen\kitchen_1191.jpg  , Kitchen
data/Dinning\din_630.jpg       , Dinning
data/Dinning\din_311.jpg       , Dinning
data/Kitchen\kitchen_548.jpg   , Kitchen
data/Bathroom\bath_929.jpg     , Bathroom
data/Bedroom\bed_842.jpg       , Bedroom
data/Bedroom\bed_752.jpg       , Bedroom
data/Kitchen\kitchen_400.jpg   , Kitchen
data/Bedroom\bed_1082.jpg      , Bedroom
data/Bedroom\bed_1275.jpg      , Bedroom
data/Kitchen\kitchen_875.jpg   , Kitchen
data/Kitchen\kitchen_1068.jpg  , Kitchen
data/Bedroom\bed_164.jpg       , Bedroom
data/Dinning\din_1003.jpg      , Dinning
data/Bedroom\bed_1267.jpg      , Bedroom
data/Bedroom\bed_540.jpg       , Bedroom
data/Bedroom\bed_302.jpg       , Bedroom
data/Dinning\din_1375.jpg      , Dinning
data/Bedroom\bed_171.jpg       , Bedroom
data/Bedroom\bed_1111.jpg      , Bedroom
data/Dinning\din_969.jpg       , Dinning
data/Livingroom\living_1125.jpg, Livingroom
data/Livingroom\living_12.jpg  , Livingroom
data/Livingroom\living_481.jpg , Livingroom
data/Livingroom\living_1350.jpg, Livingroom
data/Bathroom\bath_988.jpg     , Bathroom
data/Kitchen\kitchen_371.jpg   , Kitchen
data/Bedroom\bed_529.jpg       , Bedroom
data/Livingroom\living_231.jpg , Livingroom
data/Bedroom\bed_1380.jpg      , Bedroom
data/Kitchen\kitchen_622.jpg   , Kitchen
data/Livingroom\living_347.jpg , Livingroom
data/Bedroom\bed_381.jpg       , Bedroom
data/Kitchen\kitchen_8.jpg     , Kitchen
data/Bathroom\bath_461.jpg     , Bathroom
data/Livingroom\living_711.jpg , Livingroom
data/Dinning\din_1095.jpg      , Dinning
data/Bathroom\bath_368.jpg     , Bathroom
data/Livingroom\living_265.jpg , Livingroom
data/Livingroom\living_31.jpg  , Livingroom
data/Bedroom\bed_949.jpg       , Bedroom
data/Dinning\din_65.jpg        , Dinning
data/Dinning\din_1517.jpg      , Dinning
data/Livingroom\living_732.jpg , Livingroom
data/Livingroom\living_858.jpg , Livingroom
data/Bathroom\bath_409.jpg     , Bathroom
data/Bedroom\bed_620.jpg       , Bedroom
data/Bedroom\bed_506.jpg       , Bedroom
data/Bathroom\bath_413.jpg     , Bathroom
data/Bathroom\bath_1131.jpg    , Bathroom
data/Kitchen\kitchen_1038.jpg  , Kitchen
data/Dinning\din_699.jpg       , Dinning
data/Bathroom\bath_1274.jpg    , Bathroom
data/Bedroom\bed_1156.jpg      , Bedroom
data/Bedroom\bed_391.jpg       , Bedroom
data/Dinning\din_654.jpg       , Dinning
data/Kitchen\kitchen_160.jpg   , Kitchen
data/Kitchen\kitchen_1296.jpg  , Kitchen
data/Bathroom\bath_589.jpg     , Bathroom
data/Kitchen\kitchen_1096.jpg  , Kitchen
data/Bedroom\bed_127.jpg       , Bedroom
data/Kitchen\kitchen_1140.jpg  , Kitchen
data/Dinning\din_458.jpg       , Dinning
data/Bathroom\bath_590.jpg     , Bathroom
data/Livingroom\living_535.jpg , Livingroom
data/Kitchen\kitchen_333.jpg   , Kitchen
data/Dinning\din_369.jpg       , Dinning
data/Bedroom\bed_723.jpg       , Bedroom
data/Dinning\din_69.jpg        , Dinning
data/Bedroom\bed_125.jpg       , Bedroom
data/Livingroom\living_94.jpg  , Livingroom
data/Bathroom\bath_139.jpg     , Bathroom
data/Livingroom\living_1208.jpg, Livingroom
data/Bedroom\bed_1339.jpg      , Bedroom
data/Dinning\din_396.jpg       , Dinning
data/Bathroom\bath_1075.jpg    , Bathroom
data/Bedroom\bed_923.jpg       , Bedroom
data/Kitchen\kitchen_469.jpg   , Kitchen
data/Kitchen\kitchen_718.jpg   , Kitchen
data/Kitchen\kitchen_280.jpg   , Kitchen
data/Dinning\din_1009.jpg      , Dinning
data/Bathroom\bath_390.jpg     , Bathroom
data/Dinning\din_257.jpg       , Dinning
data/Dinning\din_1458.jpg      , Dinning
data/Livingroom\living_674.jpg , Livingroom
data/Dinning\din_1433.jpg      , Dinning
data/Kitchen\kitchen_1059.jpg  , Kitchen
